issn,issn_online,title,for_code,quality_rank,abdc_edition
01972243,10876537,The Information Society,4609,A,2025
10944060,22133933,The International Journal of Accounting,3501,A,2025
0952617X,1875838X,The International Journal of Comparative Labour Law and Industrial Relations,4801,B,2025
15778517,,The International Journal of Digital Accounting Research,3501,B,2025
18322077,18322077,"The International Journal of Environmental, Cultural, Economic and Social Sustainability: Annual Review",3507,C,2025
09574093,17586550,The International Journal of Logistics Management,3509,A,2025
14728117,14728117,The International Journal of Management Education,3507,B,2025
09732276,,The IUP Journal of Agricultural Economics,3899,C,2025
09726861,,The IUP Journal of Applied Economics (previously ICFAI),3801,C,2025
09725105,,The IUP Journal of Applied Finance,3502,C,2025
09729305,,The IUP Journal of Managerial Economics,3899,C,2025
09729291,,The IUP Journal of Monetary Economics (previously ICFAI),3801,C,2025
09729356,,The IUP Journal of Public Finance,3801,C,2025
2329194X,23291958,The Japanese Political Economy,3801,B,2025
15203255,15203255,The Journal of Alternative Investments,3502,B,2025
00218863,15526879,The Journal of Applied Behavioral Science,3507,B,2025
14708272,1479179X,The Journal of Asset Management,3502,B,2025
10741240,,The Journal of Derivatives,3502,A,2025
19439342,19439407,The Journal of Development Effectiveness,3801,C,2025
18806988,,The Journal of Econometric Study of Northeast Asia (JESNA),3802,C,2025
17034949,,The Journal of Economic Asymmetries,3801,B,2025
00220485,21524068,The Journal of Economic Education,3801,B,2025
00220507,14716372,The Journal of Economic History,3801,A*,2025
15691721,15738701,The Journal of Economic Inequality,3801,A,2025
00221082,15406261,The Journal of Finance,3502,A*,2025
24059188,,The Journal of Finance and Data Science,3502,B,2025
10598596,,The Journal of Fixed Income,3502,A,2025
02707314,10969934,The Journal of Futures Markets,3502,A,2025
17517990,17518008,The Journal of Gambling Business and Economics,3801,B,2025
00221821,14676451,The Journal of Industrial Economics,3801,A*,2025
14788586,,The Journal of International Maritime Law,4801,C,2025
09638199,14699559,The Journal of International Trade and Economic Development: an international and comparative review,3801,B,2025
00222186,15375285,The Journal of Law and Economics,3801,A*,2025
10113029,,The Journal of Pacific Studies,3899,C,2025
00954918,,The Journal of Portfolio Management,3502,A,2025
1750676X,,The Journal of Prediction Markets,3801,B,2025
10965572,,The Journal of Private Equity,3502,C,2025
15265943,,The Journal of Risk Finance,3502,B,2025
17539579,17539587,The Journal of Risk Model Validation,3502,C,2025
15519783,15519783,The Journal of Structured Finance,3502,C,2025
15593967,,The Journal of Trading,3502,C,2025
15347524,,The Journal of Wealth Management,3502,B,2025
14222213,17471796,The Journal of World Intellectual Property,4801,C,2025
10489843,18733409,The Leadership Quarterly,3507,A*,2025
09696474,17587905,The Learning Organization,3507,C,2025
0887378X,14680009,The Milbank Quarterly,3599,B,2025
00267961,14682230,The Modern Law Review,4801,A*,2025
10629408,18790860,The North American Journal of Economics and Finance,3801,B,2025
09512748,14701332,The Pacific Review,3599,A,2025
10983708,19364806,The Quarterly Journal of Austrian Economics,3801,C,2025
00335533,15314650,The Quarterly Journal of Economics,3801,A*,2025
08893047,15737128,The Review of Austrian Economics,3801,C,2025
00346446,19364814,The Review of Black Political Economy,3801,C,2025
00346527,1467937X,The Review of Economic Studies,3801,A*,2025
00346535,15309142,The Review of Economics and Statistics,3801,A*,2025
08939454,14657368,The Review of Financial Studies,3502,A*,2025
14469022,,The Review of Network Economics,3801,B,2025
03623319,18735355,The Social Science Journal,3599,C,2025
00380261,1467954X,The Sociological Review,3507,A,2025
00820512,,The Sydney Law Review,4801,A*,2025
0040005X,,The Tax Lawyer,4801,B,2025
17542731,1754274X,The TQM Journal,3507,B,2025
14492199,,The UNE Law Journal,4801,C,2025
02586770,1564698X,The World Bank Economic Review,3801,A,2025
03785920,14679701,The World Economy,3801,A,2025
00440094,19398611,The Yale Law Journal,4801,A*,2025
18418678,18440029,Theoretical and Applied Economics,3803,C,2025
19336837,15557561,Theoretical Economics,3803,A*,2025
00405833,15737187,Theory and Decision: an international journal for multidisciplinary advances in decision sciences,3803,A,2025
0040585X,10957219,Theory of Probability and its Applications,4905,A,2025
13239163,18395937,Third Sector Review,3507,C,2025
04136597,13602241,Third World Quarterly,3599,A,2025
10964762,15206874,Thunderbird International Business Review,3507,B,2025
,14679663,Tijdschrift voor Economische en Sociale Geografie,3801,B,2025
0961463X,14617463,Time and Society,3507,B,2025
09644563,14683318,Tobacco Control,3506,B,2025
11345764,18638279,TOP - Transactions in Operations Research,3599,B,2025
10393285,,Tort Law Review,4801,A,2025
10385967,,Torts Law Journal,4801,A,2025
14783363,14783371,Total Quality Management and Business Excellence,3507,C,2025
21828458,21828466,Tourism & Management Studies,3508,C,2025
10835423,19433999,Tourism Analysis,3508,A,2025
13307533,18473377,Tourism and Hospitality Management,3508,C,2025
14673584,17429692,Tourism and Hospitality Research,3508,B,2025
13548166,20440375,Tourism Economics,3508,A,2025
14616688,14701340,Tourism Geographies,3508,A,2025
1544273X,21690197,Tourism in Marine Environments,3508,C,2025
02615177,18793193,Tourism Management,3508,A*,2025
22119736,,Tourism Management Perspectives,3508,A*,2025
21568316,21568324,Tourism Planning & Development,3508,A,2025
02508281,23200308,Tourism Recreation Research,3508,A,2025
16605373,17598451,Tourism Review,3508,A,2025
15442721,19434421,Tourism Review International,3508,C,2025
1098304X,19434146,"Tourism, Culture and Communication",3508,C,2025
13327461,18491545,Tourism: An International Interdisciplinary Journal,3508,B,2025
14687976,17413206,Tourist Studies,3508,B,2025
10242589,19967284,Transfer: European review of labour and research,3505,C,2025
16484460,,Transformations in Business and Economics,3801,C,2025
17506166,17506174,"Transforming Government: People, Process and Policy",4609,B,2025
19186444,19252099,Transnational Corporations Review,3801,C,2025
0967070X,1879310X,Transport Policy,3509,A,2025
01441647,14645327,Transport Reviews,3509,A,2025
00494488,15729435,Transportation,3509,A,2025
00411612,2157328X,Transportation Journal,3509,B,2025
19427867,19427875,Transportation Letters,3509,B,2025
03081060,10290354,Transportation Planning and Technology,3509,B,2025
09658564,18792375,Transportation Research Part A: Policy and Practice,3509,A*,2025
01912615,18792367,Transportation Research Part B: Methodological,3509,A*,2025
0968090X,18792359,Transportation Research Part C: Emerging Technologies,3509,A*,2025
13619209,18792340,Transportation Research Part D: Transport and Environment,3509,A,2025
13665545,18785794,Transportation Research Part E: Logistics and Transportation Review,3509,A*,2025
13698478,18735517,Transportation Research Part F: Traffic Psychology and Behaviour,3509,A,2025
03611981,21694052,Transportation Research Record,3509,B,2025
00411655,15265447,Transportation Science,3509,A*,2025
23249935,23249943,Transportmetrica A: Transport Science,3509,B,2025
21680566,21680582,Transportmetrica B: Transport Dynamics,3509,B,2025
2214367X,,Travel Behaviour and Society,3509,A,2025
10483748,,Tulane Maritime Law Journal,4801,A,2025
00681849,,UBC Law Review,4801,B,2025
08840768,,UCLA Pacific Basin Law Journal,4801,B,2025
00419494,1939859X,University of Chicago Law Review,4801,A*,2025
10472819,,University of Miami Business Law Review,4801,C,2025
03130096,,University of New South Wales Law Journal,4801,A,2025
19408064,,University of Pennsylvania Journal of Business Law,4801,C,2025
00834041,,University of Queensland Law Journal,4801,B,2025
10613331,,University of San Francisco Maritime Law Journal,4801,B,2025
00822108,,University of Tasmania Law Review,4801,B,2025
00420220,17101174,University of Toronto Law Journal,4801,A,2025
00420328,,University of Western Australia Law Review,4801,B,2025
14469294,,University of Western Sydney Law Review,4801,C,2025
15357589,,UNLV Gaming Research and Review Journal,3504,B,2025
10780874,15528332,Urban Affairs Review,3599,B,2025
00420980,1360063X,Urban Studies: an international journal for research in urban studies,3599,A*,2025
00981818,19374658,US Bureau of Labor Statistics: Monthly Labor Review,3599,B,2025
10983015,,Value in Health,3899,A,2025
00902594,,Vanderbilt Journal of Transnational Law,4801,B,2025
19406444,19406452,Variance: advancing the science of risk,3502,C,2025
13691066,14645343,Venture Capital,3502,B,2025
1171042X,,Victoria University of Wellington Law Review,4801,B,2025
0868359X,,Vietnam's Socio-Economic Development,3801,C,2025
15235513,15235513,Villanova Journal of Law and Investment Management,4801,C,2025
14399741,,Vindobona Journal of International Commercial Law and Arbitration,4801,C,2025
20595891,,VINE Journal of Information and Knowledge Management Systems,4609,B,2025
07359004,,Virginia Tax Review,4801,A,2025
09722629,22495304,Vision: The Journal of Business Perspectives,3507,C,2025
10645578,19347715,Visitor Studies,3508,A,2025
09578765,15737888,Voluntas: International Journal of Voluntary and Non-Profit Organizations,3507,B,2025
11729597,,Waikato Law Review,4801,C,2025
10668632,,Washington International Law Journal,4801,B,2025
15470695,21572534,"Washington Journal of Law, Technology & Arts",4801,C,2025
00431397,19447973,Water Resources Research,3599,A,2025
01402382,17439655,West European Politics,3599,B,2025
26537710,,Western Australian Law Teachers' Review,4801,C,2025
15504980,,Western Economics Forum,3801,C,2025
10570314,17451027,Western Journal of Communication,3599,C,2025
02678373,14645335,"Work & Stress: An international Journal of Work, Health and Organisations",3505,A,2025
07308884,15528464,Work and Occupations,3505,A,2025
20544642,20544650,"Work, Aging and Retirement",3505,B,2025
09500170,14698722,"Work, Employment and Society",3505,A,2025
02573032,15646971,World Bank Research Observer,3801,B,2025
10114548,18758436,World Competition Law and Economics Review,4801,C,2025
0305750X,18735991,World Development,3801,A*,2025
14681838,14743884,World Economics,3801,B,2025
18198643,19981392,World Journal of Management and Economics,3801,C,2025
20488432,20488440,World Journal of VAT/GST,4801,C,2025
16078055,23334509,World Leisure Journal,3504,B,2025
00438871,10863338,World Politics,3599,A,2025
17412242,17412234,"World Review of Science, Technology and Sustainable Development",3599,C,2025
18784917,,World Tax Journal,4801,B,2025
14747456,14753138,World Trade Review,3801,C,2025
17554217,17554225,Worldwide Hospitality and Tourism Themes,3508,C,2025
07410883,15528472,Written Communication,3507,B,2025
07419457,,Yale Journal on Regulation,4801,B,2025
17473616,17587212,Young Consumers,3506,B,2025
13315609,18491162,Zagreb International Review of Economics and Business,3801,C,2025
