researcher_name,researcher_profile_url,title,journal_name,year,doi,issn,article_url,abdc_self_reported,coauthors,author_count,author_count_confidence,publication_type,scimago_sjr,scimago_quartile,source,citation_percentile,raw
Isabel Wang,https://rsa.anu.edu.au/people/isabel-wang,"The influence of sunk costs, personal responsibility and culture on the tendency of accountants to facilitate escalation of commitment",Pacific Accounting Review,2014,,,,none,"Fukofuka, P., N. Fargher and Z. Wang",3,ok,journal_article,0.521,Q2,ANU RSA/RSFAS profile page,,"Fukofuka, P., N. Fargher and Z. Wang, 2014, The influence of sunk costs, personal responsibility and culture on the tendency of accountants to facilitate escalation of commitment, Pacific Accounting Review , Vol 26 (3), pp.394-371."
Kathy Wang,https://rsa.anu.edu.au/people/kathy-wang,Patent litigation and narrative R&D disclosures: Evidence from the adoption of anti-troll legislation,Research Policy,2024,,,,none,"Rui Huang, Jeong-Bon Kim, Louise Yi Lu and Yangxin Yu",4,ok,journal_article,,,ANU RSA/RSFAS profile page,,"2024. ""Patent litigation and narrative R&D disclosures: Evidence from the adoption of anti-troll legislation"" with Rui Huang, Jeong-Bon Kim, Louise Yi Lu and Yangxin Yu. Research Policy."
Kathy Wang,https://rsa.anu.edu.au/people/kathy-wang,"The opioid crisis, employee health capital, and corporate information production",European Accounting Review,2023,,,,none,"Louise Lu, Leye Li and Mark Wilson",3,ok,journal_article,2.272,Q1,ANU RSA/RSFAS profile page,,"2023. ""The opioid crisis, employee health capital, and corporate information production"" with Louise Lu, Leye Li and Mark Wilson. European Accounting Review."
Kathy Wang,https://rsa.anu.edu.au/people/kathy-wang,External labor market competitions and stock price crash risk: Evidence from exposures to competitor CEOs’ award-winning events,Accounting & Finance,2022,,,,none,Louise Yi Lu and Leye Li,2,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"2022. ""External labor market competitions and stock price crash risk: Evidence from exposures to competitor CEOs’ award-winning events” with Louise Yi Lu and Leye Li. Accounting & Finance, 62(S1): 1421-1460."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,Cross-country diversity and non-IFRS financial performance measures,Accounting and Finance,2023,,,,none,"Clinch, G., A. Tarca and M. Wee",3,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Clinch, G., A. Tarca and M. Wee, 2023, Cross-country diversity and non-IFRS financial performance measures. Accounting and Finance 63: 2473-2502 (Individual Contribution: 33.3%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,Strategic trading by insiders in the presence of institutional investors,Journal of Financial Markets,2023,,,,none,"Hoang, L. M. Wee and J. Yang",3,ok,journal_article,1.544,Q1,ANU RSA/RSFAS profile page,,"Hoang, L. M. Wee and J. Yang, 2023, Strategic trading by insiders in the presence of institutional investors. Journal of Financial Markets 64: 100802 (Individual Contribution: 33.3%, ABDC Journal Ranking: A*)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,The usefulness of financial advisors to government controlled Chinese acquirers,Global Finance,2023,,,,none,"Daniliuc, S., H. Guo and M. Wee",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Daniliuc, S., H. Guo and M. Wee, 2023, The usefulness of financial advisors to government controlled Chinese acquirers. Global Finance 55: 100803 (Individual Contribution: 33.3%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,Transparency in fragmented markets: Experimental Evidence,Journal of Financial Markets,2022,,,,none,"Hendershott, T., M. Wee and Y. Wen",3,ok,journal_article,1.544,Q1,ANU RSA/RSFAS profile page,,"Hendershott, T., M. Wee and Y. Wen, 2022, Transparency in fragmented markets: Experimental Evidence. Journal of Financial Markets 59: 100732. (Individual Contribution: 33.3%, ABDC Journal Ranking: A*)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,Supply chain management disclosure: practice and perspectives,Accounting and Finance,2022,,,,none,"Bayne, L., J. Ng, and M. Wee",3,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Bayne, L., J. Ng, and M. Wee, 2022, Supply chain management disclosure: practice and perspectives. Accounting and Finance 62: 3875-3911. (Individual Contribution: 33.3%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,The effect of short selling on volatility and jumps,Australian Journal of Management,2022,,,,none,"Ho, G., C. Padungsaksawasdi, S. Treepongkaruna and M. Wee",4,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Ho, G., C. Padungsaksawasdi, S. Treepongkaruna and M. Wee, 2022, The effect of short selling on volatility and jumps, Australian Journal of Management 47: 34-52. (Individual Contribution: 25%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,The state of executive remuneration disclosure in Australia,Company and Securities Law Journal,2021,,,,none,"Maher, F., W. Van Zyl and M. Wee",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Maher, F., W. Van Zyl and M. Wee, 2021, The state of executive remuneration disclosure in Australia, Company and Securities Law Journal 38/7 491-512. (Individual Contribution: 33.3%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,Busy directors and firm performance: a replication and extension of Hauser,Accounting and Finance,2021,,,,none,"Daniliuc, S., L. Li and M. Wee",3,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Daniliuc, S., L. Li and M. Wee, 2021, Busy directors and firm performance: a replication and extension of Hauser. Accounting and Finance 61: 1415-1423. (Individual Contribution: 33.3%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,Busy directors and firm performance: Evidence from Australia mergers,Pacific Basin Finance Journal,2020,,,,none,"Daniliuc, S., L. Li and M. Wee",3,ok,journal_article,1.322,Q1,ANU RSA/RSFAS profile page,,"Daniliuc, S., L. Li and M. Wee, 2020, Busy directors and firm performance: Evidence from Australia mergers. Pacific Basin Finance Journal 64: 101434. (Individual Contribution: 33.3%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,Corporate governance analysts and firm value: Australian evidence,Pacific-Basin Finance Journal,2020,,,,none,"Lu, Y., P. Huang and M. Wee",3,ok,journal_article,1.322,Q1,ANU RSA/RSFAS profile page,,"Lu, Y., P. Huang and M. Wee, 2020, Corporate governance analysts and firm value: Australian evidence, Pacific-Basin Finance Journal 63: 101430. (Individual Contribution: 33.3%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,The role of implied volatility in liquidity provision,Australian Journal of Management,2020,,,,none,"Cahill, D., K. Fong, M. Wee and J. Yang",4,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Cahill, D., K. Fong, M. Wee and J. Yang, 2020, The role of implied volatility in liquidity provision, Australian Journal of Management 45: 45-71. (Individual Contribution: 25%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,Responsible science: Celebrating the 50-year legacy of Ball and Brown (1968) using a registration-based framework,Pacific-Basin Finance Journal,2019,,,,none,"Aman, H., W. Beekes, H. Berkman, M. Bohmann, M. Bradbury, E. Chapple, M. Chang, V. Clout, R. Faff, J. Han, D. Hillier, A. Hodgson, B. Howieson, J. Jona, M. Linnenluecke, T. Loncan, B. McCredie, D. Michayluk, N. Mroczkowski, Z. Pan, V. Patel, E. Podolski, N. Soderstrom, T. Smith, G. Tanewski, K. Walsh, M. Wee, and S. Wright",28,ok,journal_article,1.322,Q1,ANU RSA/RSFAS profile page,,"Aman, H., W. Beekes, H. Berkman, M. Bohmann, M. Bradbury, E. Chapple, M. Chang, V. Clout, R. Faff, J. Han, D. Hillier, A. Hodgson, B. Howieson, J. Jona, M. Linnenluecke, T. Loncan, B. McCredie, D. Michayluk, N. Mroczkowski, Z. Pan, V. Patel, E. Podolski, N. Soderstrom, T. Smith, G. Tanewski, K. Walsh, M. Wee, and S. Wright, 2019, Responsible science: Celebrating the 50-year legacy of Ball and Brown (1968) using a registration-based framework, Pacific-Basin Finance Journal 56: 129-150. (Individual Contribution: 40%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,The role of credibility in the relation between management forecasts and analyst forecasts in Japan,Pacific-Basin Finance Journal,2019,,,,none,"Aman, H., W. Beekes, M. Chang and M. Wee",4,ok,journal_article,1.322,Q1,ANU RSA/RSFAS profile page,,"Aman, H., W. Beekes, M. Chang and M. Wee, 2019, The role of credibility in the relation between management forecasts and analyst forecasts in Japan, Pacific-Basin Finance Journal 55: 29-45. (Individual Contribution: 25%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,Non-financial performance indicators in annual reports: Australian practice,Accounting Research Journal,2019,,,,none,"Bayne, L. and M. Wee",2,ok,journal_article,0.62,Q2,ANU RSA/RSFAS profile page,,"Bayne, L. and M. Wee, 2019, Non-financial performance indicators in annual reports: Australian practice. Accounting Research Journal 32: 7-19. (Individual Contribution: 50%, ABDC Journal Ranking: B)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,The impact of Ball and Brown (1968) on generations of research,Pacific-Basin Finance Journal,2019,,,,none,"Fargher, N. and M. Wee",2,ok,journal_article,1.322,Q1,ANU RSA/RSFAS profile page,,"Fargher, N. and M. Wee, 2019, The impact of Ball and Brown (1968) on generations of research. Pacific-Basin Finance Journal 54: 55-72. (Individual Contribution: 50%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,A review of research on regulation changes in the Asia-Pacific region,Accounting and Finance,2018,,,,none,"Chang, M., A. B. Jackson and M. Wee",3,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Chang, M., A. B. Jackson and M. Wee, 2018, A review of research on regulation changes in the Asia-Pacific region. Accounting and Finance 58: 635-667. (Individual Contribution: 33.3%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,The role of algorithmic trading in stock liquidity and commonality in electronic limit order markets,Pacific-Basin Finance Journal,2018,,,,none,"Moriyasu, H., M. Wee and J. Yu",3,ok,journal_article,1.322,Q1,ANU RSA/RSFAS profile page,,"Moriyasu, H., M. Wee and J. Yu, 2018, The role of algorithmic trading in stock liquidity and commonality in electronic limit order markets. Pacific-Basin Finance Journal 49: 103-128. (Individual Contribution: 33.3%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,Media sentiment and trading strategies of different types of traders,Pacific-Basin Finance Journal,2017,,,,none,"Cahill, D., M. Wee and Y. Yang",3,ok,journal_article,1.322,Q1,ANU RSA/RSFAS profile page,,"Cahill, D., M. Wee and Y. Yang, 2017, Media sentiment and trading strategies of different types of traders. Pacific-Basin Finance Journal 44: 160-172. (Individual Contribution: 33.3%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,IFRS non-GAAP earnings disclosures and fair value measurement,Accounting and Finance,2016,,,,none,"Malone, L., A. Tarca and M. Wee",3,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Malone, L., A. Tarca and M. Wee, 2016, IFRS non-GAAP earnings disclosures and fair value measurement. Accounting and Finance , 56(1): 59-98. (Individual Contribution: 33.3%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,The effect of voluntary versus mandatory adoption of trading policies on the returns to insider trades,Pacific-Basin Finance Journal,2016,,,,none,Chang M. and M. Wee,2,ok,journal_article,1.322,Q1,ANU RSA/RSFAS profile page,,"Chang M. and M. Wee, 2016, The effect of voluntary versus mandatory adoption of trading policies on the returns to insider trades. Pacific-Basin Finance Journal 38: 76-87. (Individual Contribution: 50%, ABDC Journal Ranking: A)"
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,Pinning down an effective measure for probability of informed trading,Pacific-Basin Finance Journal,2016,,,,none,"Petchey, J., M. Wee and Y. Yang",3,ok,journal_article,1.322,Q1,ANU RSA/RSFAS profile page,,"Petchey, J., M. Wee and Y. Yang, 2016, Pinning down an effective measure for probability of informed trading. Pacific-Basin Finance Journal 40 (Part B):456-475. (Individual Contribution: 33.3%, ABDC Journal Ranking: A)."
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,The evolution of informed liquidity provision and consumption: evidence from an order-driven market,European Financial Management,2016,,,,none,"Wee, M. and Y. Yang",2,ok,journal_article,1.188,Q1,ANU RSA/RSFAS profile page,,"Wee, M. and Y. Yang, 2016, The evolution of informed liquidity provision and consumption: evidence from an order-driven market. European Financial Management 22(5): 882-915. (Individual Contribution: 50%, ABDC Journal Ranking: A)"
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,Presentation format and financial literacy: Accessibility and assessability of retirement savings statements,Journal of Consumer Affairs,2015,,,,none,"Foster F. D., J. Ng and M. Wee",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Foster F. D., J. Ng and M. Wee, 2015, Presentation format and financial literacy: Accessibility and assessability of retirement savings statements. Journal of Consumer Affairs , 49(3): 519-549. (Individual Contribution: 33.3%, ABDC Journal Ranking: A)"
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,How does investor relations affect analyst forecasts?,Accounting and Finance,2014,,,,none,"Chang M., L. Hooi and M. Wee",3,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Chang M., L. Hooi and M. Wee, 2014, How does investor relations affect analyst forecasts? Accounting and Finance , 54(2): 365-391. (Individual Contribution: 33.3%, ABDC Journal Ranking: A)"
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,"Disclosure incentives, mandatory standards and firm communication in the IFRS adoption setting",Australian Journal of Management,2014,,,,none,"Wee M., A. Tarca and M. Chang",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Wee M., A. Tarca and M. Chang, 2014, Disclosure incentives, mandatory standards and firm communication in the IFRS adoption setting, Australian Journal of Management , 39 (2): 265-291. (Individual Contribution: 40%, ABDC Journal Ranking: A)"
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,IFRS Adoption and analysts’ earnings forecasts: Australian evidence,Accounting and Finance,2012,,,,none,"Cotter J., A. Tarca and M. Wee",3,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Cotter J., A. Tarca and M. Wee, 2012, IFRS Adoption and analysts’ earnings forecasts: Australian evidence, Accounting and Finance , 52(2): 395-419. (Individual Contribution: 33.3%, ABDC Journal Ranking: A)"
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,"Order size, order imbalance and the volume-volatility relation in a bull versus bear market",Accounting and Finance,2012,,,,none,Wee M. and J. Yang,2,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Wee M. and J. Yang, 2012, Order size, order imbalance and the volume-volatility relation in a bull versus bear market, Accounting and Finance , 52 (1): 145-163. (Individual Contribution: 50%, ABDC Journal Ranking: A)"
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,Does disclosure quality via investor relations affect information asymmetry?,Australian Journal of Management,2008,,,,none,"Chang M., G. D’Anna, I. Watson and M. Wee",4,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Chang M., G. D’Anna, I. Watson and M. Wee, 2008, Does disclosure quality via investor relations affect information asymmetry? Australian Journal of Management , 33(2): 375-390. (Individual Contribution: 25%, ABDC Journal Ranking: A)"
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,The impact of the internet on earnings announcements,Pacific-Basin Finance Journal,2005,,,,none,"Chan T., I. Watson, and M. Wee",3,ok,journal_article,1.322,Q1,ANU RSA/RSFAS profile page,,"Chan T., I. Watson, and M. Wee, 2005, The impact of the internet on earnings announcements, Pacific-Basin Finance Journal , 13 (3): 263-300. (Individual Contribution: 33.3%, ABDC Journal Ranking: A)"
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,AASB Research Report 8: Literature review – Remuneration Reporting,,2019,,,https://www.aasb.gov.au/Research-Centre/Research-Reports.aspx,none,"Van Zyl, W., and M. Wee",2,ok,industry_report,,,ANU RSA/RSFAS profile page,,"Van Zyl, W., and M. Wee, 2019, AASB Research Report 8: Literature review – Remuneration Reporting. https://www.aasb.gov.au/Research-Centre/Research-Reports.aspx . https://www.aasb.gov.au/admin/file/content102/c3/AASB_RR08_02-19LitReview.pdf"
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,Non-financial performance: Are your non-financial KPIs useful?,Research report from grant received from the Institute of Chartered Accountants of Scotland,2019,,,https://www.icas.com/thought-leadership/research/research-from-icas-recommends-steps-companies-can-take-to-report-non-financial-kpis-in-their-financial-reports,none,"Bayne, L., M. Wee, M. and A. Tarca",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Bayne, L., M. Wee, M. and A. Tarca, 2019, Non-financial performance: Are your non-financial KPIs useful?, Research report from grant received from the Institute of Chartered Accountants of Scotland. https://www.icas.com/thought-leadership/research/research-from-icas-recommends-steps-companies-can-take-to-report-non-financial-kpis-in-their-financial-reports"
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,"Factors Affecting Preparers' and Auditors' Judgements about Materiality and Conciseness in Integrated Reporting, 2016",,2016,,,http://www.accaglobal.com/uk/en/technical-activities/technical-resources-search/2016/august/factors-affecting-materiality-and-conciseness-in-integrated-reporting.html,none,,1,low - no coauthor text found,industry_report,,,ANU RSA/RSFAS profile page,,"Factors Affecting Preparers' and Auditors' Judgements about Materiality and Conciseness in Integrated Reporting, 2016. http://www.accaglobal.com/uk/en/technical-activities/technical-resources-search/2016/august/factors-affecting-materiality-and-conciseness-in-integrated-reporting.html"
Marvin Wee,https://rsa.anu.edu.au/people/marvin-wee,"Global Integrated Reporting Still Has Room for Improvement, 2017",,2017,,,https://probonoaustralia.com.au/news/2017/04/global-integrated-reporting-still-room-improvement/,none,,1,low - no coauthor text found,industry_report,,,ANU RSA/RSFAS profile page,,"Global Integrated Reporting Still Has Room for Improvement, 2017. https://probonoaustralia.com.au/news/2017/04/global-integrated-reporting-still-room-improvement/"
Steven Wu,https://rsa.anu.edu.au/people/steven-wu,The geography of corporate tax avoidance,The eJournal of Tax Research,2023,,,,none,"Ping, Y., Wu, H. and Zhang, X",3,ok,journal_article,0.19,Q4,ANU RSA/RSFAS profile page,,"Ping, Y., Wu, H. and Zhang, X., 2023, The geography of corporate tax avoidance. The eJournal of Tax Research , 20, 102-167."
Steven Wu,https://rsa.anu.edu.au/people/steven-wu,The effectiveness of sanctions on disclosure regulation: Australian evidence,Accounting and Finance,2023,10.1111/acfi.13073,0810-5391,https://doi.org/10.1111/acfi.13073,none,"Chen, X., Choi, K.W., Wright, S. and Wu, H",4,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Chen, X., Choi, K.W., Wright, S. and Wu, H., 2023, The effectiveness of sanctions on disclosure regulation: Australian evidence. Accounting and Finance, 63, 3841-3872. https://doi.org/10.1111/acfi.13073"
Steven Wu,https://rsa.anu.edu.au/people/steven-wu,Cross‑border mergers and acquisitions and CSR performance: evidence from China,Journal of Business Ethics,2023,10.1007/s10551-021-05025-6,0167-4544,https://doi.org/10.1007/s10551-021-05025-6,none,"Chen, X., Liang, X. and Wu, H",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Chen, X., Liang, X. and Wu, H., 2023, Cross‑border mergers and acquisitions and CSR performance: evidence from China. Journal of Business Ethics, 183, 255–288. https://doi.org/10.1007/s10551-021-05025-6"
Steven Wu,https://rsa.anu.edu.au/people/steven-wu,Workforce education and corporate innovation,Australian Journal of Management,2022,10.1177/03128962221077453,0312-8962,https://doi.org/10.1177/03128962221077453,none,"Li, L., Liu, L. and Wu, H",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Li, L., Liu, L. and Wu, H., 2022, Workforce education and corporate innovation. Australian Journal of Management, 47, 599-629. https://doi.org/10.1177/03128962221077453"
Steven Wu,https://rsa.anu.edu.au/people/steven-wu,In name only: Information spillovers among Chinese firms with similar stock names during earnings announcements,Journal of Corporate Finance,2021,10.1016/j.jcorpfin.2021.102015,0929-1199,https://doi.org/10.1016/j.jcorpfin.2021.102015,none,"Qiu, J., Wu, H. and Zhang, L",3,ok,journal_article,2.706,Q1,ANU RSA/RSFAS profile page,,"Qiu, J., Wu, H. and Zhang, L., 2021, In name only: Information spillovers among Chinese firms with similar stock names during earnings announcements. Journal of Corporate Finance, 69, 102105. https://doi.org/10.1016/j.jcorpfin.2021.102015"
Steven Wu,https://rsa.anu.edu.au/people/steven-wu,Economic policy uncertainty and firms’ cost behaviour,Management Accounting Research,2021,10.1016/j.mar.2021.100750,1044-5005,https://doi.org/10.1016/j.mar.2021.100750,none,"Jin. X. and Wu, H",2,ok,journal_article,1.625,Q1,ANU RSA/RSFAS profile page,,"Jin. X. and Wu, H., 2021, Economic policy uncertainty and firms’ cost behaviour. Management Accounting Research, 52, 100750. https://doi.org/10.1016/j.mar.2021.100750"
Steven Wu,https://rsa.anu.edu.au/people/steven-wu,Distracted Institutional Investors and Audit Risk,Accounting and Finance,2021,10.1111/acfi.12718,0810-5391,https://doi.org/10.1111/acfi.12718,none,"Yang, J., Wu, H. and Yu, Y",3,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Yang, J., Wu, H. and Yu, Y., 2021, Distracted Institutional Investors and Audit Risk, Accounting and Finance, 61, 3855-3881. https://doi.org/10.1111/acfi.12718"
Steven Wu,https://rsa.anu.edu.au/people/steven-wu,The Impact of the Leahy-Smith America Invents Act on Firms’ R&D Disclosure,The European Accounting Review,2021,10.1080/09638180.2020.1806896,0963-8180,https://doi.org/10.1080/09638180.2020.1806896,none,"Huang, R., Li, L., Lu, Y. and Wu, H",4,ok,journal_article,2.272,Q1,ANU RSA/RSFAS profile page,,"Huang, R., Li, L., Lu, Y. and Wu, H., 2021, The Impact of the Leahy-Smith America Invents Act on Firms’ R&D Disclosure, The European Accounting Review, 30, 1067-1104. https://doi.org/10.1080/09638180.2020.1806896"
Steven Wu,https://rsa.anu.edu.au/people/steven-wu,Using the R&D Capitalisation Choice to Explain the Scale Benefits of R&D Investment,Australian Journal of Management,2020,10.1177/0312896219897749,0312-8962,https://doi.org/10.1177/0312896219897749,none,"Wu, H., Thomas, A. and Wright, S",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Wu, H., Thomas, A. and Wright, S., 2020, Using the R&D Capitalisation Choice to Explain the Scale Benefits of R&D Investment, Australian Journal of Management, 45, 579-606. https://doi.org/10.1177/0312896219897749"
Steven Wu,https://rsa.anu.edu.au/people/steven-wu,"Exploration Intensity, Analysts' Private Information Development and Their Forecast Performance",Accounting and Business Research,2018,10.1080/00014788.2016.1204216,0001-4788,https://doi.org/10.1080/00014788.2016.1204216,none,"Chen, X., Wright, S. and Wu, H",3,ok,journal_article,1.065,Q1,ANU RSA/RSFAS profile page,,"Chen, X., Wright, S. and Wu, H., 2018, Exploration Intensity, Analysts' Private Information Development and Their Forecast Performance, Accounting and Business Research, 48, 77-107. https://doi.org/10.1080/00014788.2016.1204216"
Steven Wu,https://rsa.anu.edu.au/people/steven-wu,Investment-related Pressure and Audit Risk,Auditing: A Journal of Practice & Theory,2017,10.2308/ajpt-51670,0278-0380,https://doi.org/10.2308/ajpt-51670,none,"Lu, L., Wu, H. and Yu, Y",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Lu, L., Wu, H. and Yu, Y., 2017, Investment-related Pressure and Audit Risk, Auditing: A Journal of Practice & Theory, 36, 137-157. https://doi.org/10.2308/ajpt-51670"
Steven Wu,https://rsa.anu.edu.au/people/steven-wu,Probability of loss reversal in Australia,Australian Journal of Management,2017,10.1177/0312896216673411,0312-8962,https://doi.org/10.1177/0312896216673411,none,"Wu, H",1,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Wu, H., 2017, Probability of loss reversal in Australia, Australian Journal of Management, 42, 560-582. https://doi.org/10.1177/0312896216673411"
Steven Wu,https://rsa.anu.edu.au/people/steven-wu,Analysts' Forecasts Following Forced CEO Changes,Abacus,2014,10.1111/abac.12026,0001-3072,https://doi.org/10.1111/abac.12026,none,"Choi, K. Chen, X., Wright, S. and Wu, H",4,ok,journal_article,0.762,Q2,ANU RSA/RSFAS profile page,,"Choi, K. Chen, X., Wright, S. and Wu, H., 2014, Analysts' Forecasts Following Forced CEO Changes, Abacus, 50, 146-173. https://doi.org/10.1111/abac.12026"
Steven Wu,https://rsa.anu.edu.au/people/steven-wu,Accounting for investments and the relevance of losses to firm value,International Journal of Accounting,2010,10.1016/j.intacc.2010.01.005,0020-7063,https://doi.org/10.1016/j.intacc.2010.01.005,none,"Wu, H., Fargher, N. and Wright, S",3,ok,journal_article,0.436,Q3,ANU RSA/RSFAS profile page,,"Wu, H., Fargher, N. and Wright, S., 2010, Accounting for investments and the relevance of losses to firm value. International Journal of Accounting, 45, 104-127. https://doi.org/10.1016/j.intacc.2010.01.005"
Steven Wu,https://rsa.anu.edu.au/people/steven-wu,"Components of Accruals, Losses and Future Profitability",Accounting Research Journal,2007,10.1108/10309610780000695,1030-9616,https://doi.org/10.1108/10309610780000695,none,"Wu, H. and Fargher, N",2,ok,journal_article,0.62,Q2,ANU RSA/RSFAS profile page,,"Wu, H. and Fargher, N., 2007, Components of Accruals, Losses and Future Profitability. Accounting Research Journal, 20, 97-111. https://doi.org/10.1108/10309610780000695"
Wei Zeng,https://rsa.anu.edu.au/people/wei-zeng,The influence of institutional differences on control mechanisms in alliances,The Accounting Review,2022,,,,none,"Zeng, W., Lillis, A.M., Grafton, J. and Dekker, H.C",4,ok,journal_article,4.403,Q1,ANU RSA/RSFAS profile page,,"Zeng, W., Lillis, A.M., Grafton, J. and Dekker, H.C., 2022. The influence of institutional differences on control mechanisms in alliances. The Accounting Review , 97 (3), pp.415-441"
Lijuan Zhang,https://rsa.anu.edu.au/people/lijuan-zhang,"Tax-Loss Selling, Corporate Shareholdings and the (Mis)pricing of Information Asymmetry",Contemporary Accounting Research,2025,,,,none,,1,low - no coauthor text found,journal_article,3.686,Q1,ANU RSA/RSFAS profile page,,"Wilson, M. and L. Zhang, 2025, ‘Tax-Loss Selling, Corporate Shareholdings and the (Mis)pricing of Information Asymmetry’, Contemporary Accounting Research , forthcoming (ABDC: A*, FT50)"
Lijuan Zhang,https://rsa.anu.edu.au/people/lijuan-zhang,Shocks to CEO Political Alignment and Corporate Social Responsibility: Evidence from the 2008 and 2016 Presidential Elections,International Journal of Accounting,2025,,,,none,,1,low - no coauthor text found,journal_article,0.436,Q3,ANU RSA/RSFAS profile page,,"Gong, Y., Wilson, M. and L. Zhang, 2025, ‘Shocks to CEO Political Alignment and Corporate Social Responsibility: Evidence from the 2008 and 2016 Presidential Elections’, International Journal of Accounting , forthcoming. (ABDC: A)"
Lijuan Zhang,https://rsa.anu.edu.au/people/lijuan-zhang,"Investor protection, aggregate changes in profit margins and forecasts of growth in GDP: international evidence","Reviewer of Accounting Studies 29: 3497-3533 (ABDC: A*, FT50)",2024,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"Fargher, N.,  and L. Zhang, 2024 ""Investor protection, aggregate changes in profit margins and forecasts of growth in GDP: international evidence"" , Reviewer of Accounting Studies 29: 3497-3533 (ABDC: A*, FT50)"
Lijuan Zhang,https://rsa.anu.edu.au/people/lijuan-zhang,The SEC Compensation-related comment Letters and Excess CEO Compensation,European Accounting Review 31:1089-1118,2022,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"Wang, W.,  L. Zhang, M. Wilson and T. Kala, 2022 “ The SEC Compensation-related comment Letters and Excess CEO Compensation” European Accounting Review 31:1089-1118 (ABDC: A*)"
