researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,author_count,volume,pages,publisher,citation_percentile,source,citation_top_10_percent,cited_by_count,fwci,issn,openalex_id,author_match_type,openalex_author_id
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Model specification and IPO performance: New insights from Asia,Research in International Business and Finance,2009,Journal Articles,10.1016/j.ribaf.2009.01.003,https://doi.org/10.1016/j.ribaf.2009.01.003,Fariborz Moshirian; David Ng; Eliza Wu,3,24,62-74,Elsevier BV,0.94735335,OpenAlex,True,60,4.5375,0275-5319,W2052581111,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Corporate governance or globalization: What determines CEO compensation in China?,Research in International Business and Finance,2006,Journal Articles,10.1016/j.ribaf.2005.12.003,https://doi.org/10.1016/j.ribaf.2005.12.003,Donghui Li; Fariborz Moshirian; Pascal Nguyên; Liwen Tan,4,21,32-49,Elsevier BV,0.94122646,OpenAlex,True,59,4.0425,0275-5319,W2013221052,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Intra-industry trade in financial services,Journal of International Money and Finance,2005,Journal Articles,10.1016/j.jimonfin.2005.08.006,https://doi.org/10.1016/j.jimonfin.2005.08.006,Fariborz Moshirian; Donghui Li; Ah‐Boon Sim,3,24,1090-1107,Elsevier BV,0.9382893,OpenAlex,True,45,3.5729,0261-5606,W2129426008,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Sources of growth in international insurance services,Journal of Multinational Financial Management,1999,Journal Articles,10.1016/s1042-444x(98)00054-1,https://doi.org/10.1016/s1042-444x(98)00054-1,Fariborz Moshirian,1,9,177-194,Elsevier BV,0.18841079,OpenAlex,False,33,0.0,1042-444X,W2089378996,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Expansion and consolidation of bancassurance in the 21st century,Journal of International Financial Markets Institutions and Money,2008,Journal Articles,10.1016/j.intfin.2008.10.002,https://doi.org/10.1016/j.intfin.2008.10.002,Zhian Chen; Donghui Li; Li Liao; Fariborz Moshirian; Csaba Szablocs,5,19,633-644,Elsevier BV,0.94235773,OpenAlex,True,29,3.9248,1042-4431,W2073745081,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,The future and dynamics of global systemically important banks,Journal of Banking & Finance,2012,Journal Articles,10.1016/j.jbankfin.2012.04.008,https://doi.org/10.1016/j.jbankfin.2012.04.008,Fariborz Moshirian,1,36,2675-2679,Elsevier BV,0.94545527,OpenAlex,True,21,4.2838,0378-4266,W2006356468,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Foreign direct investment in insurance services in the United States,Journal of Multinational Financial Management,1997,Journal Articles,10.1016/s1042-444x(97)00010-8,https://doi.org/10.1016/s1042-444x(97)00010-8,Fariborz Moshirian,1,7,159-173,Elsevier BV,0.89343666,OpenAlex,False,43,2.1189,1042-444X,W2036664449,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,China’s financial services industry: The intra-industry effects of privatization of the Bank of China Hong Kong,Journal of Banking & Finance,2005,Journal Articles,10.1016/j.jbankfin.2005.03.016,https://doi.org/10.1016/j.jbankfin.2005.03.016,Zhian Chen; Donghui Li; Fariborz Moshirian,3,29,2291-2324,Elsevier BV,0.96333401,OpenAlex,True,36,6.4447,0378-4266,W1968705626,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,"Overnight public information, order placement, and price discovery during the pre-opening period",Journal of Banking & Finance,2012,Journal Articles,10.1016/j.jbankfin.2012.06.012,https://doi.org/10.1016/j.jbankfin.2012.06.012,Fariborz Moshirian; Lily Nguyen; Peter K. Pham,3,36,2837-2851,Elsevier BV,0.95446866,OpenAlex,True,35,5.1023,0378-4266,W3122446792,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Banking industry volatility and economic growth,Research in International Business and Finance,2012,Journal Articles,10.1016/j.ribaf.2012.01.004,https://doi.org/10.1016/j.ribaf.2012.01.004,Fariborz Moshirian; Qiongbing Wu,2,26,428-442,Elsevier BV,0.91896441,OpenAlex,True,33,2.8559,0275-5319,W2088449456,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Determinants of US investment in real estate abroad,Journal of Multinational Financial Management,2000,Journal Articles,10.1016/s1042-444x(99)00019-5,https://doi.org/10.1016/s1042-444x(99)00019-5,Fariborz Moshirian; Toan M. Pham,2,10,63-72,Elsevier BV,0.13366724,OpenAlex,False,26,0.0,1042-444X,W1987336359,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Globalization and financial market integration,Journal of Multinational Financial Management,2003,Journal Articles,10.1016/s1042-444x(03)00012-4,https://doi.org/10.1016/s1042-444x(03)00012-4,Fariborz Moshirian,1,13,289-302,Elsevier BV,0.87494922,OpenAlex,False,18,1.8679,1042-444X,W2039349770,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Foreign Participation in Life Insurance Markets: Evidence from OECD Countries,The Geneva Papers on Risk and Insurance Issues and Practice,2009,Journal Articles,10.1057/gpp.2009.9,https://doi.org/10.1057/gpp.2009.9,Dezhu Ye; Donghui Li; Zhian Chen; Fariborz Moshirian; Timothy Wee,5,34,466-482,Palgrave Macmillan,0.9647818,OpenAlex,True,18,6.8938,1018-5895,W2056034061,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,The Determinants of Intra‐Industry Trade in Insurance Services,Journal of Risk & Insurance,2003,Journal Articles,10.1111/1539-6975.00060,https://doi.org/10.1111/1539-6975.00060,Donghui Li; Fariborz Moshirian; Ah‐Boon Sim,3,70,269-287,Wiley,0.97847222,OpenAlex,True,57,11.1637,0022-4367,W2131451534,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Trade in financial services and the determinants of banks' foreign assets,Journal of Multinational Financial Management,1998,Journal Articles,10.1016/s1042-444x(98)00015-2,https://doi.org/10.1016/s1042-444x(98)00015-2,Fariborz Moshirian; Alex Van der Laan,2,8,23-38,Elsevier BV,0.96297654,OpenAlex,True,36,5.9147,1042-444X,W2035600907,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Trade in Financial Services,World Economy,1994,Journal Articles,10.1111/j.1467-9701.1994.tb00828.x,https://doi.org/10.1111/j.1467-9701.1994.tb00828.x,Fariborz Moshirian,1,17,347-364,Wiley,0.89586807,OpenAlex,False,30,2.8682,0378-5920,W1993380678,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,International investment in insurance services in the US,Journal of Multinational Financial Management,2003,Journal Articles,10.1016/j.mulfin.2003.04.001,https://doi.org/10.1016/j.mulfin.2003.04.001,Donghui Li; Fariborz Moshirian,2,14,249-260,Elsevier BV,0.18126286,OpenAlex,False,24,0.0,1042-444X,W2108146267,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Foreign exchange exposure: Evidence from the U.S. insurance industry,Journal of International Financial Markets Institutions and Money,2008,Journal Articles,10.1016/j.intfin.2008.01.003,https://doi.org/10.1016/j.intfin.2008.01.003,Donghui Li; Fariborz Moshirian; Timothy Wee; Eliza Wu,4,19,306-320,Elsevier BV,0.92106421,OpenAlex,True,16,2.3623,1042-4431,W2050705688,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,The underperformance of the growth enterprise market in Hong Kong,Research in International Business and Finance,2007,Journal Articles,10.1016/j.ribaf.2007.02.003,https://doi.org/10.1016/j.ribaf.2007.02.003,Pak To Chan; Fariborz Moshirian; David Ng; Eliza Wu,4,21,428-446,Elsevier BV,0.9059333,OpenAlex,True,15,1.826,0275-5319,W2078644130,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Cross-listings and liquidity commonality around the world,Journal of Financial Markets,2014,Journal Articles,10.1016/j.finmar.2014.11.003,https://doi.org/10.1016/j.finmar.2014.11.003,Tung Lam Dang; Fariborz Moshirian; Claudia Koon Ghee Wee; Bohui Zhang,4,22,1-26,Elsevier BV,0.90812504,OpenAlex,True,12,2.4465,1386-4181,W1984377855,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,The significance of a world government in the process of globalization in the 21st century,Journal of Banking & Finance,2008,Journal Articles,10.1016/j.jbankfin.2008.03.004,https://doi.org/10.1016/j.jbankfin.2008.03.004,Fariborz Moshirian,1,32,1432-1439,Elsevier BV,0.86718052,OpenAlex,False,12,1.4491,0378-4266,W3123992102,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Liquidity shocks and institutional investors,The North American Journal of Economics and Finance,2018,Journal Articles,10.1016/j.najef.2018.12.005,https://doi.org/10.1016/j.najef.2018.12.005,Tung Lam Dang; Fariborz Moshirian; Bohui Zhang,3,47,184-209,Elsevier BV,0.77264251,OpenAlex,False,9,0.8308,1062-9408,W2903688592,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Elements of global financial stability,Journal of Multinational Financial Management,2004,Journal Articles,10.1016/j.mulfin.2004.05.002,https://doi.org/10.1016/j.mulfin.2004.05.002,Fariborz Moshirian,1,14,305-314,Elsevier BV,0.82472878,OpenAlex,False,7,1.1602,1042-444X,W1996671278,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,How does firm size explain cross-country differences in ownership concentration?,Journal of Multinational Financial Management,2022,Journal Articles,10.1016/j.mulfin.2022.100737,https://doi.org/10.1016/j.mulfin.2022.100737,Fariborz Moshirian; Thuy Thi Nguyen; Bohui Zhang,3,65,100737-100737,Elsevier BV,0.84768312,OpenAlex,False,6,1.6607,1042-444X,W4226197645,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Determinants of International Trade Flows in Travel and Passenger Services*,Economic Record,1993,Journal Articles,10.1111/j.1475-4932.1993.tb02104.x,https://doi.org/10.1111/j.1475-4932.1993.tb02104.x,Fariborz Moshirian,1,69,239-252,Wiley,0.28618625,OpenAlex,False,15,0.0,0013-0249,W2032826078,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,International investment in financial services,Journal of Banking & Finance,2001,Journal Articles,10.1016/s0378-4266(99)00125-9,https://doi.org/10.1016/s0378-4266(99)00125-9,Fariborz Moshirian,1,25,317-337,Elsevier BV,0.89120194,OpenAlex,False,14,1.4988,0378-4266,W2153124958,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,New international financial architecture,Journal of Multinational Financial Management,2002,Journal Articles,10.1016/s1042-444x(02)00011-7,https://doi.org/10.1016/s1042-444x(02)00011-7,Fariborz Moshirian,1,12,273-284,Elsevier BV,0.88373542,OpenAlex,False,12,1.8087,1042-444X,W2093637317,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Global governance: Global banks and shadow banks supervision,Journal of Banking & Finance,2014,Journal Articles,10.1016/j.jbankfin.2014.07.012,https://doi.org/10.1016/j.jbankfin.2014.07.012,Fariborz Moshirian,1,48,307-311,Elsevier BV,0.86337443,OpenAlex,False,9,1.6712,0378-4266,W2062765706,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,The Asia–Pacific financial axis: challenges for further financial integration,Journal of Multinational Financial Management,1998,Journal Articles,10.1016/s1042-444x(98)00022-x,https://doi.org/10.1016/s1042-444x(98)00022-x,Fariborz Moshirian,1,8,103-112,Elsevier BV,0.18655462,OpenAlex,False,8,0.0,1042-444X,W2006139436,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,"Global financial crisis, international financial architecture and regulation",Journal of Banking & Finance,2010,Journal Articles,10.1016/j.jbankfin.2010.08.008,https://doi.org/10.1016/j.jbankfin.2010.08.008,Fariborz Moshirian,1,35,499-501,Elsevier BV,0.77153055,OpenAlex,False,7,0.7024,0378-4266,W2002420583,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,"Liquidity crisis, financial integration and global financial stability",Journal of Banking & Finance,2012,Journal Articles,10.1016/j.jbankfin.2012.04.007,https://doi.org/10.1016/j.jbankfin.2012.04.007,Fariborz Moshirian,1,36,2673-2674,Elsevier BV,0.82165758,OpenAlex,False,5,1.0709,0378-4266,W2046889970,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,What determines the supply of international financial services?,Journal of Banking & Finance,1994,Journal Articles,10.1016/0378-4266(94)90006-x,https://doi.org/10.1016/0378-4266(94)90006-x,Fariborz Moshirian,1,18,495-504,Elsevier BV,0.33056414,OpenAlex,False,16,0.0,0378-4266,W2090518585,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Cost of capital and Australia's banking investment abroad,Applied Financial Economics,1999,Journal Articles,10.1080/096031099332375,https://doi.org/10.1080/096031099332375,Fariborz Moshirian; Toan M. Pham,2,9,295-303,Chapman and Hall London,0.89403974,OpenAlex,False,12,1.7301,0960-3107,W2124763959,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Determinants of international financial services,Journal of Banking & Finance,1993,Journal Articles,10.1016/0378-4266(93)90076-p,https://doi.org/10.1016/0378-4266(93)90076-p,Fariborz Moshirian,1,17,7-18,Elsevier BV,0.7497053,OpenAlex,False,12,0.6652,0378-4266,W2043732117,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Markets and institutions: Global perspectives,Journal of Banking & Finance,2003,Journal Articles,10.1016/s0378-4266(03)00050-5,https://doi.org/10.1016/s0378-4266(03)00050-5,Fariborz Moshirian; Giorgio P. Szegö,2,27,1213-1218,Elsevier BV,0.82652149,OpenAlex,False,11,1.1207,0378-4266,W2055482165,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,International business: determinants of interbank activities,Journal of International Financial Markets Institutions and Money,1997,Journal Articles,10.1016/s1042-4431(97)00026-7,https://doi.org/10.1016/s1042-4431(97)00026-7,Fariborz Moshirian; Robert L. Bishop,2,7,329-349,Elsevier BV,0.18817284,OpenAlex,False,9,0.0,1042-4431,W2007000599,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Global financial services and a global single currency,Journal of Banking & Finance,2006,Journal Articles,10.1016/j.jbankfin.2006.07.001,https://doi.org/10.1016/j.jbankfin.2006.07.001,Fariborz Moshirian,1,31,3-9,Elsevier BV,0.77712256,OpenAlex,False,8,0.7423,0378-4266,W1982540527,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Banking industry volatility and banking crises,Journal of International Financial Markets Institutions and Money,2008,Journal Articles,10.1016/j.intfin.2008.02.002,https://doi.org/10.1016/j.intfin.2008.02.002,Fariborz Moshirian; Qiongbing Wu,2,19,351-370,Elsevier BV,0.85215594,OpenAlex,False,7,1.4491,1042-4431,W2010035103,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,International financial services: determinants of banks’ foreign assets held by non-banks,Journal of International Financial Markets Institutions and Money,2004,Journal Articles,10.1016/j.intfin.2003.11.002,https://doi.org/10.1016/j.intfin.2003.11.002,Fariborz Moshirian; I. Sadeh; Jason Zein,3,14,351-365,Elsevier BV,0.71077941,OpenAlex,False,7,0.3867,1042-4431,W2012432816,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,International financial services: multinational financial companies in Australia,Journal of Multinational Financial Management,1998,Journal Articles,10.1016/s1042-444x(98)00037-1,https://doi.org/10.1016/s1042-444x(98)00037-1,Fariborz Moshirian,1,8,365-379,Elsevier BV,0.825,OpenAlex,False,6,0.845,1042-444X,W1990912815,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Financial services in an increasingly integrated global financial market,Journal of Banking & Finance,2008,Journal Articles,10.1016/j.jbankfin.2008.03.003,https://doi.org/10.1016/j.jbankfin.2008.03.003,Fariborz Moshirian,1,32,2288-2292,Elsevier BV,0.78066354,OpenAlex,False,5,0.7246,0378-4266,W1995888739,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Japan's non-interest rates related international financial services,Japan and the World Economy,1998,Journal Articles,10.1016/s0922-1425(96)00247-2,https://doi.org/10.1016/s0922-1425(96)00247-2,Fariborz Moshirian,1,10,33-47,Elsevier BV,0.25528726,OpenAlex,False,4,0.0,0922-1425,W2010373393,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Aspects of international financial services,Journal of Banking & Finance,2005,Journal Articles,10.1016/j.jbankfin.2005.05.017,https://doi.org/10.1016/j.jbankfin.2005.05.017,Fariborz Moshirian,1,30,1057-1064,Elsevier BV,0.78012639,OpenAlex,False,4,0.7731,0378-4266,W2011121939,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,"Can an Asia Pacific Community, similar to the European Community, emerge?",Journal of Banking & Finance,2008,Journal Articles,10.1016/j.jbankfin.2008.07.007,https://doi.org/10.1016/j.jbankfin.2008.07.007,Fariborz Moshirian,1,33,2-8,Elsevier BV,0.8262958,OpenAlex,False,4,1.0868,0378-4266,W2036542146,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Financial challenges for the new millennium,Journal of Multinational Financial Management,2000,Journal Articles,10.1016/s1042-444x(00)00032-3,https://doi.org/10.1016/s1042-444x(00)00032-3,Fariborz Moshirian,1,10,229-236,Elsevier BV,0.83865077,OpenAlex,False,4,1.1312,1042-444X,W2038684414,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,"Globalisation, growth and institutions",Journal of Banking & Finance,2007,Journal Articles,10.1016/j.jbankfin.2007.10.002,https://doi.org/10.1016/j.jbankfin.2007.10.002,Fariborz Moshirian,1,32,472-479,Elsevier BV,0.15516299,OpenAlex,False,2,0.0,0378-4266,W2006516910,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Global financial markets integration and Millennium Goals,Journal of Multinational Financial Management,2005,Journal Articles,10.1016/j.mulfin.2005.05.001,https://doi.org/10.1016/j.mulfin.2005.05.001,Fariborz Moshirian,1,15,302-313,Elsevier BV,0.1845718,OpenAlex,False,2,0.0,1042-444X,W2053402706,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Global governance and financial stability,Journal of Banking & Finance,2015,Journal Articles,10.1016/j.jbankfin.2015.04.013,https://doi.org/10.1016/j.jbankfin.2015.04.013,Fariborz Moshirian,1,55,358-360,Elsevier BV,0.12712692,OpenAlex,False,2,0.0,0378-4266,W2208788962,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,"National financial policies, global environmental damage and missing international institutions",International Journal of Social Economics,1998,Journal Articles,10.1108/03068299810212739,https://doi.org/10.1108/03068299810212739,Fariborz Moshirian,1,25,1255-1270,Emerald Publishing Limited,0.73871774,OpenAlex,False,8,0.5808,0306-8293,W1989452493,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Financial systems in the new millennium,Journal of Multinational Financial Management,2001,Journal Articles,10.1016/s1042-444x(01)00035-4,https://doi.org/10.1016/s1042-444x(01)00035-4,Fariborz Moshirian,1,11,315-320,Elsevier BV,0.86341861,OpenAlex,False,4,1.476,1042-444X,W2083130745,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Globalisation and the role of effective international institutions,Journal of Banking & Finance,2007,Journal Articles,10.1016/j.jbankfin.2006.10.020,https://doi.org/10.1016/j.jbankfin.2006.10.020,Fariborz Moshirian,1,31,1579-1593,Elsevier BV,0.82547198,OpenAlex,False,3,1.1742,0378-4266,W2043330681,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,,Journal of Multinational Financial Management,2004,Journal Articles,10.1016/s1042-444x(04)00022-2,https://doi.org/10.1016/s1042-444x(04)00022-2,Fariborz Moshirian,1,14,303-303,Elsevier BV,,OpenAlex,,2,,1042-444X,W4229832818,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Markets and institutions: Global perspectives,Journal of Banking & Finance,2003,Journal Articles,10.1016/s0378-4266(02)00467-3,https://doi.org/10.1016/s0378-4266(02)00467-3,Fariborz Moshirian; Giorgio P. Szegö,2,27,377-381,Elsevier BV,0.87655143,OpenAlex,False,1,0.9309,0378-4266,W4231337911,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,"Markets, financial stability and governance",Journal of Banking & Finance,2013,Journal Articles,10.1016/j.jbankfin.2013.08.003,https://doi.org/10.1016/j.jbankfin.2013.08.003,Fariborz Moshirian,1,37,4447-4448,Elsevier BV,0.19393874,OpenAlex,False,0,0.0,0378-4266,W1968325479,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Financial globalization and growth,Journal of Banking & Finance,2007,Journal Articles,10.1016/j.jbankfin.2007.10.003,https://doi.org/10.1016/j.jbankfin.2007.10.003,Fariborz Moshirian,1,32,471-471,Elsevier BV,0.11975457,OpenAlex,False,0,0.0,0378-4266,W2068923443,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,,Journal of Multinational Financial Management,2004,Journal Articles,10.1016/j.mulfin.2004.05.001,https://doi.org/10.1016/j.mulfin.2004.05.001,Fariborz Moshirian,1,14,303-303,Elsevier BV,,OpenAlex,,0,,1042-444X,W4252389677,name+institution,A5056638659
Peter O'Neill,https://www.unsw.edu.au/staff/peter-o-neill,UNSW Sydney,Finance,"Quantifying the High-Frequency Trading ""Arms Race""",The Quarterly Journal of Economics,2021,Journal Articles,10.1093/qje/qjab032,https://doi.org/10.1093/qje/qjab032,Matteo Aquilina; Eric Budish; Peter O’Neill,3,137,493-564,Oxford University Press,0.96162177,OpenAlex,True,27,5.4869,0033-5533,W3177723674,name+institution,A5088515566
Peter O'Neill,https://www.unsw.edu.au/staff/peter-o-neill,UNSW Sydney,Finance,Sharks in the dark: Quantifying HFT dark pool latency arbitrage,Journal of Economic Dynamics and Control,2023,Journal Articles,10.1016/j.jedc.2023.104786,https://doi.org/10.1016/j.jedc.2023.104786,Matteo Aquilina; Sean Foley; Peter O’Neill; T. Ruf,4,158,104786-104786,Elsevier BV,0.94546297,OpenAlex,True,17,4.1892,0165-1889,W4388451794,name+institution,A5088515566
Peter O'Neill,https://www.unsw.edu.au/staff/peter-o-neill,UNSW Sydney,Finance,Time Pro‐rata Matching: Evidence of a Change in LIFFE STIR Futures,Journal of Futures Markets,2015,Journal Articles,10.1002/fut.21708,https://doi.org/10.1002/fut.21708,Angelo Aspris; Sean Foley; Drew Harris; Peter O’Neill,4,35,522-541,Wiley,0.70763598,OpenAlex,False,15,0.4506,0270-7314,W1900494213,name+institution,A5088515566
Peter O'Neill,https://www.unsw.edu.au/staff/peter-o-neill,UNSW Sydney,Finance,Benchmarks in the spotlight: The impact on exchange traded markets,Journal of Futures Markets,2020,Journal Articles,10.1002/fut.22120,https://doi.org/10.1002/fut.22120,Angelo Aspris; Sean Foley; Peter O’Neill,3,40,1691-1710,Wiley,0.81724198,OpenAlex,False,13,1.325,0270-7314,W3022060678,name+institution,A5088515566
Peter O'Neill,https://www.unsw.edu.au/staff/peter-o-neill,UNSW Sydney,Finance,Banning dark pools: Venue selection and investor trading costs,Journal of Financial Markets,2023,Journal Articles,10.1016/j.finmar.2023.100831,https://doi.org/10.1016/j.finmar.2023.100831,Christian Neumeier; Arie E. Gozluklu; Peter Hoffmann; Peter O’Neill; Felix Suntheim,5,65,100831-100831,Elsevier BV,0.81877639,OpenAlex,False,8,1.4785,1386-4181,W4361264237,name+institution,A5088515566
Natalie Oh,https://www.unsw.edu.au/staff/natalie-oh,UNSW Sydney,Finance,Foreign versus local investors: Who knows more? Who makes more?,Journal of Banking & Finance,2008,Journal Articles,10.1016/j.jbankfin.2007.12.031,https://doi.org/10.1016/j.jbankfin.2007.12.031,Petko S. Kalev; Anh Huu Nguyen; Natalie Y. Oh,3,32,2376-2389,Elsevier BV,0.97279937,OpenAlex,True,104,7.6079,0378-4266,W2103259679,name+institution,A5037482889
Natalie Oh,https://www.unsw.edu.au/staff/natalie-oh,UNSW Sydney,Finance,Relations between mutual fund flows and stock market returns in Korea,Journal of International Financial Markets Institutions and Money,2006,Journal Articles,10.1016/j.intfin.2005.10.001,https://doi.org/10.1016/j.intfin.2005.10.001,Natalie Y. Oh; Jerry T. Parwada,2,17,140-151,Elsevier BV,0.73845741,OpenAlex,False,80,0.3711,1042-4431,W2172132371,name+institution,A5037482889
Natalie Oh,https://www.unsw.edu.au/staff/natalie-oh,UNSW Sydney,Finance,Investors' trading behavior and performance: Online versus non-online equity trading in Korea,Pacific-Basin Finance Journal,2007,Journal Articles,10.1016/j.pacfin.2007.04.009,https://doi.org/10.1016/j.pacfin.2007.04.009,Natalie Y. Oh; Jerry T. Parwada; Terry S. Walter,3,16,26-43,Elsevier BV,0.91914041,OpenAlex,True,49,3.1312,0927-538X,W2064988975,name+institution,A5037482889
