Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
229;21100825345;"Ekonomicheskaya Politika";journal;"19945124, 24112658";"Editorial Board of the Journal Economic Policy";Yes;No;0,260;Q3;13;41;92;1182;58;92;0,80;28,83;43,24;0;Russian Federation;Eastern Europe;"Editorial Board of the Journal Economic Policy";"2013-2025";"Economics and Econometrics (Q3); Finance (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
230;21100860542;"South Asian Journal of Macroeconomics and Public Finance";journal;"22779787, 23210273";"SAGE Publications Ltd";No;No;0,257;Q3;12;14;31;487;39;28;1,24;34,79;25,00;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2012-2026";"Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance"
231;21100855735;"Communications for Statistical Applications and Methods";journal;"22877843, 23834757";"Korean Statistical Society";Yes;No;0,256;Q3;15;43;135;1139;119;135;1,10;26,49;30,49;0;South Korea;Asiatic Region;"Korean Statistical Society";"2015, 2017-2025";"Applied Mathematics (Q3); Finance (Q3); Modeling and Simulation (Q3); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
232;21101034343;"European Journal of Business Science and Technology";journal;"26947161, 23366494";"Mendel University in Brno";Yes;Yes;0,251;Q3;8;7;42;307;48;42;0,89;43,86;18,75;0;Czech Republic;Eastern Europe;"Mendel University in Brno";"2019-2025";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3); Marketing (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
233;19600162006;"International Journal of Business and Society";journal;"15116670";"Universiti Malaysia Sarawak";No;No;0,249;Q3;30;61;250;3631;378;250;1,35;59,52;39,88;0;Malaysia;Asiatic Region;"Universiti Malaysia Sarawak";"2009-2025";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
234;21101018316;"Journal of Retirement";journal;"23266902, 23266899";"Portfolio Management Research";No;No;0,247;Q3;8;30;82;709;37;62;0,45;23,63;24,39;0;United Kingdom;Western Europe;"Portfolio Management Research";"2018-2026";"Finance (Q3); Geriatrics and Gerontology (Q4); Life-span and Life-course Studies (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Medicine; Social Sciences"
235;21101089505;"Journal of Beta Investment Strategies";journal;"27716511";"Portfolio Management Research";No;No;0,246;Q3;9;31;109;574;48;91;0,41;18,52;13,46;0;United Kingdom;Western Europe;"Portfolio Management Research";"2022-2025";"Business and International Management (Q3); Finance (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
236;11700154333;"Journal of Alternative Investments";journal;"15203255";"Portfolio Management Research";No;No;0,243;Q3;28;30;93;844;54;78;0,65;28,13;15,25;0;United States;Northern America;"Portfolio Management Research";"2007-2026";"Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance"
237;21101144515;"Corporate Law and Governance Review";journal;"27071111, 26641542";"Virtus Interpress";No;No;0,241;Q3;9;65;106;3010;253;97;2,62;46,31;31,13;0;Ukraine;Eastern Europe;"Virtus Interpress";"2019-2026";"Law (Q2); Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
238;21100933703;"Buletin Ekonomi Moneter dan Perbankan/Monetary and banking economics bulletin";journal;"14108046, 24609196";"Bank Indonesia Institute";Yes;No;0,240;Q3;19;36;113;1671;143;108;1,09;46,42;32,88;0;Indonesia;Asiatic Region;"Bank Indonesia Institute";"2016-2026";"Finance (Q3)";"Economics, Econometrics and Finance"
239;21101210639;"Florida Tax Review";journal;"10663487, 24761699";"University of Florida Press";No;No;0,239;Q3;5;8;43;43;19;43;0,36;5,38;27,27;0;United States;Northern America;"University of Florida Press";"2019-2025";"Accounting (Q3); Finance (Q3); Law (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
240;21101281531;"Journal of Central Banking Law and Institutions";journal;"28277775, 28099885";"Bank Indonesia Institute";Yes;No;0,239;Q3;6;21;63;1204;79;63;1,10;57,33;55,56;0;Indonesia;Asiatic Region;"Bank Indonesia Institute";"2022-2026";"Finance (Q3); Law (Q3); Public Administration (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
241;21101038741;"Finance: Theory and Practice";journal;"25877089, 25875671";"Financial University under The Government of Russian Federation";Yes;Yes;0,238;Q3;16;107;314;2914;314;314;1,02;27,23;51,49;0;Russian Federation;Eastern Europe;"Financial University under The Government of Russian Federation";"2017-2025";"Business and International Management (Q3); Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Finance (Q3); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
242;145412;"Decisions in Economics and Finance";journal;"15938883, 11296569";"Springer-Verlag Italia s.r.l.";No;No;0,235;Q3;19;109;88;3959;60;86;0,71;36,32;35,84;1;Italy;Western Europe;"Springer-Verlag Italia s.r.l.";"1997, 2000-2002, 2005-2026";"Economics, Econometrics and Finance (miscellaneous) (Q3); Finance (Q3)";"Economics, Econometrics and Finance"
243;21101072352;"Journal of Tax Reform";journal;"24128872, 24149497";"Ural Federal University";Yes;Yes;0,235;Q3;9;48;84;2321;150;84;2,03;48,35;32,93;0;Russian Federation;Eastern Europe;"Ural Federal University";"2019-2025";"Accounting (Q3); Business, Management and Accounting (miscellaneous) (Q3); Finance (Q3); Law (Q3); Economics and Econometrics (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
244;21101049551;"Public and Municipal Finance";journal;"22221867, 22221875";"LLC CPC Business Perspectives";Yes;No;0,234;Q3;10;46;61;1994;102;61;1,58;43,35;45,38;2;Ukraine;Eastern Europe;"LLC CPC Business Perspectives";"2019-2026";"Business, Management and Accounting (miscellaneous) (Q3); Finance (Q3); Law (Q3); Public Administration (Q3); Economics and Econometrics (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
245;21100396293;"International Journal of Electronic Finance";journal;"17460077, 17460069";"Inderscience";No;No;0,232;Q3;22;27;71;1182;135;71;2,04;43,78;29,55;0;Switzerland;Western Europe;"Inderscience";"2006-2016, 2018-2026";"Computer Networks and Communications (Q3); Finance (Q3); Computer Science Applications (Q4); E-learning (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance; Social Sciences"
246;21101018306;"Journal of Investing";journal;"21688613, 10680896";"Portfolio Management Research";No;No;0,231;Q3;11;48;161;1168;75;139;0,49;24,33;20,25;0;United States;Northern America;"Portfolio Management Research";"1992, 1996-1997, 1999-2000, 2003, 2008, 2013, 2018-2025";"Finance (Q3); Strategy and Management (Q3); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
247;21101180701;"Journal of Corporate Finance Research";journal;"20730438";"National Research University Higher School of Economics (HSE University)";Yes;Yes;0,230;Q3;8;31;96;1731;130;96;1,17;55,84;46,97;0;Russian Federation;Eastern Europe;"National Research University Higher School of Economics (HSE University)";"2020-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Finance (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance"
248;7600153108;"Hacienda Publica Espanola";journal;"23864176, 02101173";"Instituto de Estudios Fiscales";Yes;No;0,229;Q3;17;13;72;893;61;72;0,78;68,69;25,00;0;Spain;Western Europe;"Instituto de Estudios Fiscales";"2007-2025";"Finance (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance"
249;4700152235;"International Journal of Accounting, Auditing and Performance Evaluation";journal;"17408008, 17408016";"Inderscience Enterprises Ltd";No;No;0,226;Q3;22;33;56;2234;112;56;2,25;67,70;42,35;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2004-2025";"Accounting (Q3); Finance (Q3); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
250;21100792560;"Law and Financial Markets Review";journal;"17521459, 17521440";"Taylor and Francis Ltd.";No;No;0,226;Q3;13;17;39;416;36;36;0,95;24,47;42,86;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2007-2008, 2011, 2014-2023, 2025-2026";"Finance (Q3); Law (Q3)";"Economics, Econometrics and Finance; Social Sciences"
251;21100782865;"Real Estate Management and Valuation";journal;"23005289";"De Gruyter Open Ltd";Yes;No;0,225;Q3;16;51;103;2469;138;103;1,27;48,41;56,25;0;Poland;Eastern Europe;"De Gruyter Open Ltd";"2014-2026";"Finance (Q3); Economics and Econometrics (Q4); Marketing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
252;21101018550;"Journal of Governance and Regulation";journal;"23066784, 22209352";"Virtus Interpress";Yes;No;0,223;Q3;16;144;404;6884;597;383;1,56;47,81;41,62;0;Ukraine;Eastern Europe;"Virtus Interpress";"2019-2026";"Finance (Q3); Public Administration (Q3); Business and International Management (Q4); Economics and Econometrics (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
253;21101274767;"Public Governance, Administration and Finances Law Review";journal;"27860736, 24986275";"University of Public Service, Ludovika University Press";Yes;Yes;0,221;Q3;4;17;47;825;35;47;0,87;48,53;32,00;0;Hungary;Eastern Europe;"University of Public Service, Ludovika University Press";"2021-2025";"Finance (Q3); Law (Q3); Public Administration (Q3)";"Economics, Econometrics and Finance; Social Sciences"
254;21101141649;"Journal of Derivatives and Quantitative Studies";journal;"1229988X, 27136647";"Emerald Publishing";Yes;Yes;0,219;Q4;7;18;48;729;55;48;1,38;40,50;31,25;0;United Kingdom;Western Europe;"Emerald Publishing";"2020-2026";"Finance (Q4)";"Economics, Econometrics and Finance"
255;21101212235;"Canadian Tax Journal";journal;"00085111";"Canadian Tax Foundation";No;No;0,217;Q4;5;35;130;419;50;112;0,34;11,97;27,08;0;Canada;Northern America;"Canadian Tax Foundation";"2020-2025";"Accounting (Q3); Law (Q3); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
256;17700156006;"WSEAS Transactions on Business and Economics";journal;"11099526, 22242899";"World Scientific and Engineering Academy and Society";No;No;0,214;Q4;26;216;621;8837;802;621;1,32;40,91;40,44;0;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2009-2015, 2017-2026";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
257;19700182739;"Review of Development Finance";journal;"18799337";"AfricaGrowth Institute";Yes;No;0,211;Q4;37;11;30;613;19;30;0,80;55,73;7,69;0;South Africa;Africa;"AfricaGrowth Institute";"2011-2025";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
258;21101277758;"International Journal of Empirical Economics";journal;"28109449, 28109430";"World Scientific";Yes;Yes;0,210;Q4;6;18;40;862;67;40;2,25;47,89;23,33;0;Singapore;Asiatic Region;"World Scientific";"2022-2026";"Economics, Econometrics and Finance (miscellaneous) (Q3); Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
259;21101280902;"Central European Economic Journal";journal;"25436821";"Sciendo";No;No;0,209;Q4;9;22;73;1198;71;72;1,15;54,45;48,65;1;Poland;Eastern Europe;"Sciendo";"2017-2026";"Economics, Econometrics and Finance (miscellaneous) (Q3); Finance (Q4)";"Economics, Econometrics and Finance"
260;26283;"Revista Galega de Economia";journal;"11322799, 22555951";"Universidade de Santiago de Compostela";Yes;Yes;0,207;Q4;13;17;62;1079;69;61;1,16;63,47;46,88;0;Spain;Western Europe;"Universidade de Santiago de Compostela";"2001, 2003-2025";"History (Q1); Demography (Q3); Business, Management and Accounting (miscellaneous) (Q4); Development (Q4); Economics and Econometrics (Q4); Finance (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
261;21100464708;"Journal of Credit Risk";journal;"17559723, 17446619";"Incisive Media Ltd.";No;No;0,206;Q4;14;17;45;629;33;45;0,86;37,00;40,00;0;United Kingdom;Western Europe;"Incisive Media Ltd.";"2011-2026";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
262;21100901572;"UCJC Business and Society Review";journal;"26593270";"Universia Holding";Yes;Yes;0,204;Q4;18;15;65;668;63;63;1,10;44,53;63,64;0;Spain;Western Europe;"Universia Holding";"2018-2025";"Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
263;21100945159;"Journal of Law, Finance, and Accounting";journal;"23805013, 23805005";"Now Publishers Inc";No;No;0,203;Q4;11;0;13;0;8;13;0,56;0,00;0,00;0;United States;Northern America;"Now Publishers Inc";"2016-2024";"Law (Q3); Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
264;21101247623;"Cronica Tributaria";journal;"26957566";"Instituto de Estudios Fiscales";Yes;Yes;0,201;Q4;4;27;81;686;13;63;0,19;25,41;35,71;0;Spain;Western Europe;"Instituto de Estudios Fiscales";"2019-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Law (Q3); Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
265;21100942398;"Emerald Emerging Markets Case Studies";journal;"20450621";"Emerald Group Publishing Ltd.";No;No;0,201;Q4;11;148;442;2527;186;441;0,43;17,07;42,05;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2011-2026";"Business and International Management (Q4); Economics and Econometrics (Q4); Education (Q4); Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
266;21101072387;"Insurance Markets and Companies";journal;"25229591, 26163551";"LLC CPC Business Perspectives";Yes;No;0,200;Q4;8;24;40;1169;58;40;1,68;48,71;41,82;0;Ukraine;Eastern Europe;"LLC CPC Business Perspectives";"2019-2025";"Law (Q3); Business and International Management (Q4); Finance (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
267;21101021141;"Thailand and the World Economy";journal;"26510529, 26300931";"Thammasat University";No;No;0,200;Q4;6;26;80;1403;77;79;0,93;53,96;34,09;0;Thailand;Asiatic Region;"Thammasat University";"2018-2026";"Development (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance; Social Sciences"
268;19400158801;"Asian Academy of Management Journal of Accounting and Finance";journal;"21804192, 18234992";"Penerbit Universiti Sains Malaysia";Yes;Yes;0,198;Q4;22;20;61;1570;60;55;1,15;78,50;37,74;0;Malaysia;Asiatic Region;"Penerbit Universiti Sains Malaysia";"2006, 2009-2025";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
269;21101290950;"Revue de l'Organisation Responsable";journal;"19510187, 21053022";"Editions ESKA";No;No;0,198;Q4;6;40;64;1574;43;58;0,47;39,35;59,62;0;France;Western Europe;"Editions ESKA";"2021-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3); Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Finance (Q4); Management, Monitoring, Policy and Law (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
270;21100970236;"Estudios Gerenciales";journal;"01235923, 26656744";"Universidad Icesi";Yes;Yes;0,196;Q4;24;19;116;1155;118;116;0,75;60,79;40,48;0;Colombia;Latin America;"Universidad Icesi";"2009-2026";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Management of Technology and Innovation (Q4); Marketing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
271;19200156908;"Annals of Economics and Finance";journal;"15297373";"Central University of Finance and Economics";No;No;0,195;Q4;29;38;58;1294;39;57;0,55;34,05;38,10;1;China;Asiatic Region;"Central University of Finance and Economics";"2000-2025";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
272;21100854766;"Public Sector Economics";journal;"24598860";"Institute of Public Finance";Yes;Yes;0,195;Q4;14;24;65;1044;43;64;0,60;43,50;21,95;3;Croatia;Eastern Europe;"Institute of Public Finance";"2017-2025";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
273;21101053699;"Studia Universitatis Vasile Goldis Arad, Economics Series";journal;"15842339, 22853065";"De Gruyter Open Ltd";Yes;Yes;0,194;Q4;10;20;61;998;74;61;1,32;49,90;40,82;0;Poland;Eastern Europe;"De Gruyter Open Ltd";"2019-2026";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
274;145595;"American Law and Economics Review";journal;"14657260, 14657252";"Oxford University Press";No;No;0,193;Q4;43;0;26;0;16;26;0,67;0,00;0,00;0;United Kingdom;Western Europe;"Oxford University Press";"2001-2002, 2005-2023";"Law (Q3); Finance (Q4)";"Economics, Econometrics and Finance; Social Sciences"
275;21101209808;"Economic Thought and Practice";journal;"13301039, 1848963X";"University of Dubronvnik";Yes;Yes;0,193;Q4;8;30;90;1445;79;90;0,58;48,17;45,45;0;Croatia;Eastern Europe;"University of Dubronvnik";"2020-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance; Social Sciences"
276;15089;"Finance a Uver - Czech Journal of Economics and Finance";journal;"00151920";"Faculty of Social Sciences, Charles University";Yes;No;0,192;Q4;25;16;49;874;40;48;0,72;54,63;33,33;0;Czech Republic;Eastern Europe;"Faculty of Social Sciences, Charles University";"1996-2025";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
277;21101041870;"Management and Accounting Review";journal;"26007975";"";No;No;0,192;Q4;10;57;135;3486;123;135;0,68;61,16;48,00;0;Malaysia;Asiatic Region;"";"2018-2025";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
278;20300195019;"Risk and Decision Analysis";journal;"18759173, 15697371";"SAGE Publications Ltd";No;No;0,192;Q4;12;8;7;378;9;7;1,29;47,25;55,56;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2009-2014, 2016-2018, 2020-2021, 2023, 2025-2026";"Economics and Econometrics (Q4); Finance (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
279;19500157309;"Zbornik radova Ekonomskog fakulteta u Rijeci / Proceedings of Rijeka Faculty of Economics";journal;"18467520, 13318004";"University of Rijeka, Faculty of Economics and Business";Yes;No;0,191;Q4;23;18;57;1209;54;57;0,81;67,17;46,94;0;Croatia;Eastern Europe;"University of Rijeka, Faculty of Economics and Business";"2008-2025";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
280;19900193627;"eJournal of Tax Research";journal;"14482398";"University of New South Wales";No;No;0,190;Q4;15;7;45;631;31;45;0,65;90,14;38,46;0;Australia;Pacific Region;"University of New South Wales";"2011-2025";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
281;21101262911;"Journal of Mathematics and Modeling in Finance";journal;"27830578, 2783056X";"";Yes;No;0,189;Q4;3;25;71;708;32;71;0,49;28,32;27,45;0;Iran;Middle East;"";"2021-2026";"Computational Mathematics (Q4); Finance (Q4); Modeling and Simulation (Q4)";"Economics, Econometrics and Finance; Mathematics"
282;21100464761;"Journal of Risk";journal;"17552842, 14651211";"Infopro digital";No;No;0,188;Q4;17;10;69;358;33;69;0,58;35,80;21,74;0;United Kingdom;Western Europe;"Infopro digital";"2011-2025";"Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
283;21101219667;"China Journal of Econometrics";journal;"20972326, 20969732";"Science Press";No;No;0,187;Q4;8;33;151;1583;99;151;0,72;47,97;41,49;0;China;Asiatic Region;"Science Press";"2021-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
284;11700154394;"Journal of Wealth Management";journal;"15347524";"Portfolio Management Research";No;No;0,185;Q4;17;33;111;836;40;99;0,34;25,33;23,21;0;United States;Northern America;"Portfolio Management Research";"1998, 2008-2026";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
285;21101307221;"Journal Of Economic Sciences: Theory And Practice";journal;"30790425, 30790433";"Azerbaijan State University of Economics";No;No;0,183;Q4;3;12;33;478;25;33;1,04;39,83;43,75;0;Azerbaijan;Eastern Europe;"Azerbaijan State University of Economics";"2022-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Economics and Econometrics (Q4); Finance (Q4); Health (social science) (Q4)";"Economics, Econometrics and Finance; Social Sciences"
286;21100407629;"Revista Contabilidade e Financas";journal;"1808057X, 15197077";"Universidade de Sao Paulo. Museu de Zoologia";Yes;Yes;0,181;Q4;15;27;144;1073;82;133;0,55;39,74;31,11;0;Brazil;Latin America;"Universidade de Sao Paulo. Museu de Zoologia";"2015-2025";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
287;21100389315;"Risk Governance and Control: Financial Markets and Institutions";journal;"2077429X, 20774303";"Virtus Interpress";No;No;0,181;Q4;13;81;53;3801;97;49;1,83;46,93;47,40;0;Ukraine;Eastern Europe;"Virtus Interpress";"2011-2016, 2024-2026";"Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
288;21100210915;"International Journal of Business";journal;"10834346";"Chaoyang University of Technology";No;No;0,179;Q4;16;5;73;318;61;73;0,67;63,60;33,33;0;Taiwan;Asiatic Region;"Chaoyang University of Technology";"2007, 2010-2025";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
289;21101023274;"Finance";journal;"21010145, 07526180";"Presses Universitaires de Grenoble";No;No;0,178;Q4;4;0;20;0;6;19;0,31;0,00;0,00;0;France;Western Europe;"Presses Universitaires de Grenoble";"2019-2024";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4); Marketing (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
290;21100198553;"International Journal of Banking, Accounting and Finance";journal;"17553830, 17553849";"Inderscience";No;No;0,175;Q4;14;16;38;1191;24;38;0,79;74,44;23,68;0;Switzerland;Western Europe;"Inderscience";"2008-2025";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
291;21100935074;"British Tax Review";journal;"00071870";"Thomson Reuters";No;No;0,174;Q4;5;49;129;1242;31;85;0,28;25,35;40,91;0;United States;Northern America;"Thomson Reuters";"2019-2025";"Law (Q3); Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
292;21101122804;"Revista Mexicana de Economia y Finanzas Nueva Epoca";journal;"16655346, 24486795";"Instituto Mexicano de Ejecutivos de Finanzas";Yes;Yes;0,174;Q4;7;39;140;1659;71;126;0,51;42,54;24,24;0;Mexico;Latin America;"Instituto Mexicano de Ejecutivos de Finanzas";"2019-2026";"Economics, Econometrics and Finance (miscellaneous) (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
293;21100893243;"Journal of Risk Management in Financial Institutions";journal;"17528887, 17528895";"Henry Stewart Publications";No;No;0,173;Q4;10;28;103;1054;63;89;0,55;37,64;22,86;0;United Kingdom;Western Europe;"Henry Stewart Publications";"2018-2025";"Finance (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
294;21100842860;"Revista Finanzas y Politica Economica";journal;"22486046, 20117663";"Universidad Catolica de Colombia";Yes;Yes;0,173;Q4;10;18;60;888;47;54;0,70;49,33;34,21;0;Colombia;Latin America;"Universidad Catolica de Colombia";"2015-2025";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4); Marketing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
295;21101316734;"International Journal of Banking and Finance";journal;"2590423X, 28113799";"Universiti Utara Malaysia Press";Yes;No;0,169;Q4;5;10;30;751;22;30;0,65;75,10;29,17;0;Malaysia;Asiatic Region;"Universiti Utara Malaysia Press";"2021-2026";"Economics, Econometrics and Finance (miscellaneous) (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
296;21101292645;"Business Performance Review";journal;"30056829, 30056810";"Virtus Interpress";No;No;0,168;Q4;4;23;13;1257;22;9;1,69;54,65;33,93;0;Ukraine;Eastern Europe;"Virtus Interpress";"2023-2026";"Business and International Management (Q4); Finance (Q4); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
297;17500155131;"Journal of Business Valuation and Economic Loss Analysis";journal;"19329156";"Walter de Gruyter GmbH";No;No;0,168;Q4;10;2;7;53;9;7;0,33;26,50;50,00;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2009-2025";"Accounting (Q4); Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
298;17100154706;"International Journal of Revenue Management";journal;"14747332, 17418186";"Inderscience Enterprises Ltd";No;No;0,164;Q4;15;10;31;651;27;31;0,73;65,10;42,86;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2025";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
299;21101104837;"Asian Review of Financial Research";journal;"27136531, 12290351";"Korean Finance Association";No;No;0,162;Q4;4;17;50;731;15;50;0,31;43,00;14,29;0;South Korea;Asiatic Region;"Korean Finance Association";"2019-2025";"Finance (Q4)";"Economics, Econometrics and Finance"
300;21101053567;"Indian Journal of Economics and Development";journal;"22775412, 23220430";"The Society of Economics and Development";No;No;0,162;Q4;8;83;306;2414;90;306;0,21;29,08;33,91;0;India;Asiatic Region;"The Society of Economics and Development";"2019-2025";"Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Finance (Q4); Geography, Planning and Development (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
